date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD,firm,date_from,sample_size
2010-05-17,31,8,15,12,28,NA,NA,Emnid,2010-05-10,2787
2010-05-20,32,8.5,14.5,10,28.5,NA,NA,Allensbach,2010-05-08,1827
2010-05-20,36,6,14,11,27,NA,NA,FG Wahlen,2010-05-18,1260
2010-05-21,32,7,16,12,26,NA,NA,Forsa,2010-05-17,2504
2010-05-22,31,8,16,12,28,NA,NA,Emnid,2010-05-17,2295
2010-05-26,33,7,16,11,27,NA,NA,Infratest dimap,2010-05-25,1500
2010-05-28,30,7,16,13,26,NA,NA,Forsa,2010-05-25,2003
2010-05-31,31,7,16,13,27,NA,NA,Emnid,2010-05-25,3260
2010-06-02,34,6,15,10,29,NA,NA,FG Wahlen,2010-05-13,1271
2010-06-02,32,8,16,10,29,NA,NA,Infratest dimap,2010-06-01,1002
2010-06-04,32,5,18,12,26,NA,NA,Forsa,2010-05-31,2501
2010-06-07,32,7,15,13,27,NA,NA,Emnid,2010-05-31,2776
2010-06-09,31,6,16,12,29,NA,NA,Infratest dimap,2010-06-08,1000
2010-06-11,31,6,18,11,26,NA,NA,Forsa,2010-06-07,2501
2010-06-12,31,6,15,12,29,NA,NA,Emnid,2010-06-07,2318
2010-06-15,32,5,17,11,29,NA,NA,Infratest dimap,2010-06-14,1000
2010-06-17,32,7,15.5,11,29,NA,NA,Allensbach,2010-06-05,1882
2010-06-17,33,5,15,11,31,NA,NA,FG Wahlen,2010-06-15,1265
2010-06-18,30,5,18,12,27,NA,NA,Forsa,2010-06-14,2504
2010-06-21,32,6,16,13,28,NA,NA,Emnid,2010-06-15,3675
2010-06-25,32,4,18,11,27,NA,NA,Forsa,2010-06-21,2500
2010-06-28,32,6,16,12,29,NA,NA,Emnid,2010-06-21,3678
2010-07-01,33,5,17,10,30,NA,NA,Infratest dimap,2010-06-30,1624
2010-07-02,31,4,18,12,27,NA,NA,Forsa,2010-06-28,2501
2010-07-05,31,6,17,11,28,NA,NA,Emnid,2010-06-28,3240
2010-07-09,31,4,18,11,28,NA,NA,Forsa,2010-07-05,2501
2010-07-12,31,6,16,11,30,NA,NA,Emnid,2010-07-05,3272
2010-07-15,31.5,6.5,15.5,9.5,31.5,NA,NA,Allensbach,2010-07-02,1796
2010-07-15,33,5,15,10,32,NA,NA,FG Wahlen,2010-07-13,1178
2010-07-16,30,4,19,11,28,NA,NA,Forsa,2010-07-12,2500
2010-07-19,32,5,16,11,30,NA,NA,Emnid,2010-07-12,3729
2010-07-21,33,5,17,10,30,NA,NA,Infratest dimap,2010-07-20,1000
2010-07-23,29,5,19,11,28,NA,NA,Forsa,2010-07-19,2502
2010-07-26,32,6,16,11,29,NA,NA,Emnid,2010-07-19,3291
2010-07-30,30,5,18,11,28,NA,NA,Forsa,2010-07-26,2501
2010-08-02,31,7,16,11,29,NA,NA,Emnid,2010-07-26,4681
2010-08-04,31,5,17,10,31,NA,NA,Infratest dimap,2010-08-02,1500
2010-08-06,29,5,19,11,28,NA,NA,Forsa,2010-08-02,2501
2010-08-09,31,6,17,11,30,NA,NA,Emnid,2010-08-02,3308
2010-08-12,31,6,17,8.5,32,NA,NA,Allensbach,2010-08-01,1807
2010-08-13,30,4,20,11,27,NA,NA,Forsa,2010-08-09,2501
2010-08-16,32,6,17,10,29,NA,NA,Emnid,2010-08-09,3757
2010-08-18,31,5,16,10,31,NA,NA,Infratest dimap,2010-08-17,1000
2010-08-20,30,5,20,11,27,NA,NA,Forsa,2010-08-16,2501
2010-08-23,31,7,18,10,28,NA,NA,Emnid,2010-08-16,3251
2010-08-26,33,5,16,10,31,NA,NA,FG Wahlen,2010-08-24,1211
2010-08-27,31,6,19,9,27,NA,NA,Forsa,2010-08-23,2501
2010-08-30,31,6,18,10,30,NA,NA,Emnid,2010-08-23,3282
2010-09-01,32,5,17,10,30,NA,NA,Infratest dimap,2010-08-30,2006
2010-09-03,31,5,21,10,25,NA,NA,Forsa,2010-08-30,2503
2010-09-04,31,6,19,11,28,NA,NA,Emnid,2010-08-30,3253
2010-09-09,32,5,17,10,31,NA,NA,FG Wahlen,2010-09-07,1221
2010-09-10,30,5,22,11,24,NA,NA,Forsa,2010-09-06,2501
2010-09-13,31,6,18,11,28,NA,NA,Emnid,2010-09-07,2329
2010-09-15,32,5,18,10,29,NA,NA,Infratest dimap,2010-09-14,1000
2010-09-16,32.5,6.5,18.5,8,29.5,NA,NA,Allensbach,2010-09-03,1832
2010-09-17,29,5,24,10,24,NA,NA,Forsa,2010-09-13,2501
2010-09-20,31,6,20,11,26,NA,NA,Emnid,2010-09-13,3228
2010-09-23,31,5,19,9,30,NA,NA,FG Wahlen,2010-09-21,1227
2010-09-24,30,5,23,10,25,NA,NA,Forsa,2010-09-20,2500
2010-09-27,30,6,20,10,28,NA,NA,Emnid,2010-09-20,3271
2010-09-29,33,5,18,10,29,NA,NA,Infratest dimap,2010-09-28,1000
2010-09-30,31,5,19,9,30,NA,NA,FG Wahlen,2010-09-28,1323
2010-10-01,31,5,24,10,23,NA,NA,Forsa,2010-09-27,2501
2010-10-04,31,6,20,9,28,NA,NA,Emnid,2010-09-27,4196
2010-10-06,32,5,20,11,27,NA,NA,Infratest dimap,2010-10-04,2005
2010-10-08,29,4,25,12,23,NA,NA,Forsa,2010-10-04,2502
2010-10-11,30,5,22,10,27,NA,NA,Emnid,2010-10-04,4657
2010-10-13,31,5,21,10,28,NA,NA,Infratest dimap,2010-10-12,1000
2010-10-14,30.5,5.5,20.5,9.5,28,NA,NA,Allensbach,2010-10-01,1786
2010-10-15,31,4,24,11,23,NA,NA,Forsa,2010-10-11,2510
2010-10-18,30,5,23,10,26,NA,NA,Emnid,2010-10-11,4204
2010-10-21,32,5,20,9,29,NA,NA,FG Wahlen,2010-10-19,1250
2010-10-22,30,5,24,11,23,NA,NA,Forsa,2010-10-18,2502
2010-10-25,31,5,22,10,25,NA,NA,Emnid,2010-10-18,3261
2010-10-29,30,4,24,11,23,NA,NA,Forsa,2010-10-25,2501
2010-11-01,31,5,22,11,25,NA,NA,Emnid,2010-10-25,3712
2010-11-03,32,5,22,9,27,NA,NA,Infratest dimap,2010-11-02,1000
2010-11-05,32,5,23,10,23,NA,NA,Forsa,2010-11-01,2503
2010-11-08,31,6,21,10,27,NA,NA,Emnid,2010-11-01,3281
2010-11-10,31,5,22,10,27,NA,NA,Emnid,2010-11-04,3281
2010-11-10,31,5,23,10,26,NA,NA,Infratest dimap,2010-11-09,1000
2010-11-11,33,5,20,9,28,NA,NA,FG Wahlen,2010-11-09,1262
2010-11-12,33,5,22,11,23,NA,NA,Forsa,2010-11-08,2503
2010-11-17,32,6,20,10,26,NA,NA,Emnid,2010-11-11,3749
2010-11-18,32,6,19.5,9,27.5,NA,NA,Allensbach,2010-11-06,1837
2010-11-19,34,5,22,10,22,NA,NA,Forsa,2010-11-15,2500
2010-11-24,33,6,21,9,24,NA,NA,Emnid,2010-11-18,3288
2010-11-26,34,5,22,10,22,NA,NA,Forsa,2010-11-22,2501
2010-12-01,32,5,21,10,27,NA,NA,Infratest dimap,2010-11-29,1500
2010-12-01,34,5,20,10,24,NA,NA,Emnid,2010-11-25,3271
2010-12-02,34,5,20,9,27,NA,NA,FG Wahlen,2010-11-30,1317
2010-12-03,34,4,21,10,23,NA,NA,Forsa,2010-11-29,2503
2010-12-08,33,5,20,10,27,NA,NA,Infratest dimap,2010-12-07,1000
2010-12-08,35,5,19,10,25,NA,NA,Emnid,2010-12-02,2819
2010-12-10,34,6,18.5,8,28.5,NA,NA,Allensbach,2010-11-27,1852
2010-12-10,34,4,20,11,24,NA,NA,Forsa,2010-12-06,2500
2010-12-15,34,5,20,10,26,NA,NA,Emnid,2010-12-09,4159
2010-12-16,34,5,19,9,28,NA,NA,FG Wahlen,2010-12-14,1421
2010-12-17,35,3,19,11,24,NA,NA,Forsa,2010-12-13,2502
2010-12-22,34,5,19,10,27,NA,NA,Emnid,2010-12-16,3267
2010-12-23,34,3,20,11,25,NA,NA,Forsa,2010-12-20,2004
2010-12-30,35,12,13,11,22,NA,NA,Forsa,2010-12-28,1502
2011-01-05,36,4,19,9,26,NA,NA,Infratest dimap,2011-01-03,1505
2011-01-05,35,5,20,9,26,NA,NA,Emnid,2011-12-28,1910
2011-01-07,35,3,21,9,25,NA,NA,Forsa,2011-01-03,2503
2011-01-12,35,5,19,9,26,NA,NA,Emnid,2011-01-06,3286
2011-01-12,35,5,18,8,29,NA,NA,FG Wahlen,2011-01-11,1245
2011-01-14,36,4,20,9,24,NA,NA,Forsa,2011-01-10,2503
2011-01-19,34,4,19,8,28,NA,NA,Infratest dimap,2011-01-18,1000
2011-01-19,35,5,19,9,27,NA,NA,Emnid,2011-01-13,4256
2011-01-21,34.5,5.5,18,8.5,27.5,NA,NA,Allensbach,2011-01-07,1861
2011-01-21,37,4,20,9,23,NA,NA,Forsa,2011-01-17,2502
2011-01-26,36,4,18,9,28,NA,NA,Emnid,2011-01-20,3298
2011-01-27,36,5,19,8,27,NA,NA,FG Wahlen,2011-01-25,1336
2011-01-28,36,5,21,9,22,NA,NA,Forsa,2011-01-24,2501
2011-02-02,36,5,19,8,25,NA,NA,Infratest dimap,2011-01-31,1505
2011-02-02,35,5,17,10,27,NA,NA,Emnid,2011-01-27,2790
2011-02-04,36,5,20,10,22,NA,NA,Forsa,2011-01-31,2507
2011-02-09,34,6,19,10,25,NA,NA,Emnid,2011-02-03,2827
2011-02-10,35,5,19,9,26,NA,NA,Infratest dimap,2011-02-10,1000
2011-02-10,36,5,17,9,27,NA,NA,FG Wahlen,2011-02-08,1257
2011-02-11,36,5,19,11,22,NA,NA,Forsa,2011-02-07,2504
2011-02-16,37,5,18,8,25,NA,NA,Infratest dimap,2011-02-15,1000
2011-02-16,35,6,19,9,25,NA,NA,Emnid,2011-02-10,3265
2011-02-17,36,6.5,16.5,7.5,28.5,NA,NA,Allensbach,2011-02-04,1803
2011-02-18,36,5,18,10,23,NA,NA,Forsa,2011-02-14,2501
2011-02-23,35,6,17,8,27,NA,NA,Infratest dimap,2011-02-21,1900
2011-02-23,35,6,16,9,28,NA,NA,Emnid,2011-02-17,5152
2011-02-24,36,5,15,9,29,NA,NA,FG Wahlen,2011-02-22,1306
2011-02-25,34,5,16,10,27,NA,NA,Forsa,2011-02-21,2503
2011-03-02,33,7,15,9,29,NA,NA,Emnid,2011-02-24,2827
2011-03-04,36,5,16,10,26,NA,NA,Forsa,2011-02-28,2501
2011-03-09,35,6,15,9,28,NA,NA,Infratest dimap,2011-03-08,1503
2011-03-09,35,6,15,10,28,NA,NA,Emnid,2011-03-03,3757
2011-03-11,36,6,15,10,26,NA,NA,Forsa,2011-03-07,2506
2011-03-13,36.5,6.5,15,8,29,NA,NA,Allensbach,2011-02-26,1811
2011-03-14,36,5,18,9,26,NA,NA,Forsa,2011-03-14,1004
2011-03-16,35,5,20,7,28,NA,NA,Infratest dimap,2011-03-15,1000
2011-03-16,34,5,18,9,28,NA,NA,Emnid,2011-03-10,3723
2011-03-18,33,5,20,9,25,NA,NA,Forsa,2011-03-14,2504
2011-03-23,35,5,21,7,27,NA,NA,Infratest dimap,2011-03-21,1000
2011-03-23,34,4,20,9,27,NA,NA,Emnid,2011-03-17,2793
2011-03-25,33,5,21,8,25,NA,NA,Forsa,2011-03-21,2503
2011-03-30,33,5,23,8,26,NA,NA,Emnid,2011-03-24,2777
2011-03-31,34,5,19,8,28,NA,NA,FG Wahlen,2011-03-29,1283
2011-04-01,30,3,28,9,23,NA,NA,Forsa,2011-03-28,2505
2011-04-05,33,5,23,7,27,NA,NA,Infratest dimap,2011-04-04,1504
2011-04-07,33,4,24,8,25,NA,NA,Emnid,2011-04-05,1862
2011-04-08,30,4,27,8,24,NA,NA,Forsa,2011-04-04,2501
2011-04-13,33,4,24,8,26,NA,NA,Infratest dimap,2011-04-12,1000
2011-04-13,32,5,24,9,23,NA,NA,Emnid,2011-04-07,4193
2011-04-14,34,4,23,7,27,NA,NA,FG Wahlen,2011-04-12,1254
2011-04-15,31,3,28,8,23,NA,NA,Forsa,2011-04-11,2504
2011-04-16,32,5,23,7,28,NA,NA,Allensbach,2011-04-01,1740
2011-04-20,33,4,23,8,25,NA,NA,Emnid,2011-04-14,3268
2011-04-21,31,4,27,9,22,NA,NA,Forsa,2011-04-18,2005
2011-04-27,34,4,24,8,24,NA,NA,Emnid,2011-04-21,1881
2011-04-29,31,4,28,8,21,NA,NA,Forsa,2011-04-26,2001
2011-05-04,35,4,23,7,26,NA,NA,Infratest dimap,2011-05-02,1501
2011-05-04,33,5,23,9,24,NA,NA,Emnid,2011-04-28,2291
2011-05-05,35,4,23,7,26,NA,NA,FG Wahlen,2011-05-03,1325
2011-05-06,31,4,26,9,22,NA,NA,Forsa,2011-05-02,2003
2011-05-10,33,5,22,8,26,NA,NA,Infratest dimap,2011-05-09,1000
2011-05-11,33,5,22,9,24,NA,NA,Emnid,2011-05-05,2770
2011-05-13,32,3,26,9,22,NA,NA,Forsa,2011-05-09,2501
2011-05-14,33,5.5,22,6.5,27,NA,NA,Allensbach,2011-05-02,1789
2011-05-18,34,5,21,8,26,NA,NA,Emnid,2011-05-12,2319
2011-05-20,33,4,23,8,26,NA,NA,Infratest dimap,2011-05-18,1002
2011-05-22,32,5,26,9,21,NA,NA,Forsa,2011-05-16,2502
2011-05-25,34,6,21,8,26,NA,NA,Emnid,2011-05-19,2769
2011-05-26,34,4,22,7,28,NA,NA,FG Wahlen,2011-05-24,1228
2011-05-27,30,4,26,8,24,NA,NA,Forsa,2011-05-23,2501
2011-05-31,33,5,23,8,25,NA,NA,Emnid,2011-05-26,2766
2011-06-03,30,5,27,8,22,NA,NA,Forsa,2011-05-30,2003
2011-06-08,34,4,22,8,26,NA,NA,Emnid,2011-06-01,3705
2011-06-08,33,5,24,8,25,NA,NA,Infratest dimap,2011-06-06,1507
2011-06-09,34,4,22,7,28,NA,NA,FG Wahlen,2011-06-07,1332
2011-06-10,31,4,26,9,23,NA,NA,Forsa,2011-06-05,2501
2011-06-15,32,5,23,9,25,NA,NA,Emnid,2011-06-09,2327
2011-06-17,32,4,25,9,23,NA,NA,Forsa,2011-06-14,2008
2011-06-18,34.5,4.5,21,7,27.5,NA,NA,Allensbach,2011-06-03,1757
2011-06-21,32,6,22,8,26,NA,NA,Emnid,2011-06-16,2812
2011-06-22,34,4,23,7,26,NA,NA,Infratest dimap,2011-06-21,1001
2011-06-24,32,5,24,9,23,NA,NA,Forsa,2011-06-20,2506
2011-06-29,34,5,21,8,26,NA,NA,Emnid,2011-06-24,1857
2011-07-01,33,5,23,9,23,NA,NA,Forsa,2011-06-27,2500
2011-07-06,33,5,21,8,27,NA,NA,Emnid,2011-06-30,1857
2011-07-06,32,5,23,8,26,NA,NA,Infratest dimap,2011-07-04,1505
2011-07-08,31,4,23,10,24,NA,NA,Forsa,2011-07-04,2504
2011-07-13,32,5,21,9,27,NA,NA,Emnid,2011-07-07,1886
2011-07-14,33,4,22,7,29,NA,NA,FG Wahlen,2011-07-12,1273
2011-07-15,34,5.5,20,7.5,27,NA,NA,Allensbach,2011-07-02,1751
2011-07-15,32,4,23,9,24,NA,NA,Forsa,2011-07-11,2506
2011-07-20,33,4,22,9,27,NA,NA,Emnid,2011-07-14,3299
2011-07-20,33,4,23,8,27,NA,NA,Infratest dimap,2011-07-19,1001
2011-07-22,33,3,22,10,25,NA,NA,Forsa,2011-07-18,2505
2011-07-27,33,4,22,8,28,NA,NA,Emnid,2011-07-21,3291
2011-07-29,32,3,22,10,26,NA,NA,Forsa,2011-07-25,2501
2011-08-03,33,5,21,8,28,NA,NA,Emnid,2011-07-28,2363
2011-08-03,32,4,23,8,28,NA,NA,Infratest dimap,2011-08-01,1507
2011-08-05,32,3,21,9,27,NA,NA,Forsa,2011-08-01,2502
2011-08-10,33,4,21,9,27,NA,NA,Emnid,2011-08-04,2366
2011-08-11,34,4,20,7,29,NA,NA,FG Wahlen,2011-08-09,1280
2011-08-12,32,4,21,9,26,NA,NA,Forsa,2011-08-08,2501
2011-08-13,33,4.5,20,7.5,29,NA,NA,Allensbach,2011-07-30,1771
2011-08-17,31,5,20,8,29,NA,NA,Emnid,2011-08-11,2814
2011-08-17,34,5,21,7,27,NA,NA,Infratest dimap,2011-08-16,1001
2011-08-19,32,5,21,8,26,NA,NA,Forsa,2011-08-15,2500
2011-08-24,32,5,20,8,28,NA,NA,Emnid,2011-08-18,1873
2011-08-26,33,5,21,9,25,NA,NA,Forsa,2011-08-22,2500
2011-08-31,32,4,21,8,28,NA,NA,Emnid,2011-08-25,2854
2011-08-31,35,4,20,7,28,2,NA,Infratest dimap,2011-08-29,1502
2011-09-02,32,4,19,9,27,NA,NA,Forsa,2011-08-29,2501
2011-09-07,33,4,19,8,30,NA,NA,Emnid,2011-09-01,2844
2011-09-07,35,3,18,7,30,NA,NA,Infratest dimap,2011-09-06,1000
2011-09-08,34,4,20,6,30,NA,NA,FG Wahlen,2011-09-06,1287
2011-09-09,31,4,19,9,29,NA,NA,Forsa,2011-09-05,2500
2011-09-14,32,4,19,8,30,NA,NA,Emnid,2011-09-08,2808
2011-09-14,33,5,19,7,30,NA,NA,Infratest dimap,2011-09-13,1001
2011-09-16,33.5,5,19,8,28.5,NA,NA,Allensbach,2011-09-02,1802
2011-09-16,31,3,20,9,28,NA,NA,Forsa,2011-09-12,2505
2011-09-21,33,4,18,8,30,NA,NA,Emnid,2011-09-15,2803
2011-09-22,34,4,18,6,30,NA,NA,FG Wahlen,2011-09-20,1229
2011-09-23,31,2,19,7,29,NA,NA,Forsa,2011-09-18,2501
2011-09-24,34,4,18,6,30,4,NA,Infratest dimap,2011-09-22,1031
2011-09-28,32,4,17,7,28,NA,NA,Emnid,2011-09-22,2806
2011-09-30,31,3,17,7,28,NA,NA,Forsa,2011-09-26,2502
2011-10-05,32,3,17,7,28,NA,NA,Emnid,2011-09-29,3257
2011-10-05,32,3,17,6,30,8,NA,Infratest dimap,2011-10-04,1503
2011-10-07,31,4,17,8,27,NA,NA,Forsa,2011-10-04,2003
2011-10-12,32,4,16,7,28,NA,NA,Emnid,2011-10-06,2350
2011-10-13,34,4,16,6,30,NA,NA,FG Wahlen,2011-10-11,1255
2011-10-14,31,3,16,8,26,NA,NA,Forsa,2011-10-10,2502
2011-10-16,31,4.5,17.5,7.5,30.5,NA,NA,Allensbach,2011-10-04,1869
2011-10-19,32,3,16,7,28,NA,NA,Emnid,2011-10-13,1888
2011-10-21,31,3,16,8,27,NA,NA,Forsa,2011-10-17,2504
2011-10-26,33,3,14,7,32,7,NA,Infratest dimap,2011-10-25,1001
2011-10-27,30,3,17,8,28,NA,NA,Emnid,2011-10-20,2325
2011-10-27,34,4,16,6,31,NA,NA,FG Wahlen,2011-10-25,1226
2011-10-28,32,3,16,8,28,NA,NA,Forsa,2011-10-24,2501
2011-11-02,32,4,15,8,29,NA,NA,Emnid,2011-10-27,2363
2011-11-02,34,4,15,6,31,7,NA,Infratest dimap,2011-10-31,1502
2011-11-04,33,3,15,8,28,NA,NA,Forsa,2011-10-31,2501
2011-11-09,33,4,15,8,30,NA,NA,Emnid,2011-11-03,2351
2011-11-10,34,4,17,7,30,NA,NA,FG Wahlen,2011-11-08,1278
2011-11-11,32,4.5,17,8,30,NA,NA,Allensbach,2011-10-28,1774
2011-11-11,34,2,15,9,26,NA,NA,Forsa,2011-11-07,2503
2011-11-16,33,3,16,8,30,NA,NA,Emnid,2011-11-10,3254
2011-11-18,36,3,14,8,26,NA,NA,Forsa,2011-11-14,2505
2011-11-23,34,3,15,8,29,NA,NA,Emnid,2011-11-17,2324
2011-11-23,35,3,14,7,30,7,NA,Infratest dimap,2011-11-22,1000
2011-11-24,35,4,16,6,30,NA,NA,FG Wahlen,2011-11-22,1276
2011-11-25,35,3,16,9,25,NA,NA,Forsa,2011-11-21,2506
2011-11-30,34,3,15,8,28,NA,NA,Emnid,2011-11-24,3255
2011-11-30,35,3,16,7,30,6,NA,Infratest dimap,2011-11-28,1514
2011-12-02,35,3,16,9,26,NA,NA,Forsa,2011-11-29,2501
2011-12-04,34,4,16,7,30,NA,NA,Allensbach,2011-11-21,1889
2011-12-07,35,3,14,7,30,NA,NA,Emnid,2011-12-01,3635
2011-12-09,35,3,14,8,28,NA,NA,Forsa,2011-12-05,2502
2011-12-14,34,3,15,7,30,NA,NA,Emnid,2011-12-08,3203
2011-12-15,34,4,17,6,31,NA,NA,FG Wahlen,2011-12-13,1232
2011-12-16,35,2,14,7,28,NA,NA,Forsa,2011-12-12,2500
2011-12-21,35,3,15,7,30,NA,NA,Emnid,2011-12-15,2728
2011-12-21,36,3,16,6,30,6,NA,Infratest dimap,2011-12-19,1000
2011-12-23,35,3,14,8,28,NA,NA,Forsa,2011-12-19,2503
2011-12-30,34,4,20,11,24,NA,NA,Forsa,2011-12-27,2005
2012-01-04,35,3,16,7,29,NA,NA,Emnid,2012-12-22,1855
2012-01-04,35,2,16,6,30,6,NA,Infratest dimap,2012-01-02,1500
2012-01-06,36,2,16,7,26,NA,NA,Forsa,2012-01-02,2501
2012-01-11,35,3,16,7,29,NA,NA,Emnid,2012-01-05,1856
2012-01-12,36,4,15,6,31,NA,NA,FG Wahlen,2012-01-10,1359
2012-01-13,35,3,15,7,27,NA,NA,Forsa,2012-01-09,2500
2012-01-17,36,3,15,7,29,6,NA,Infratest dimap,2012-01-16,1000
2012-01-18,35,3,15,7,29,NA,NA,Emnid,2012-01-12,2787
2012-01-20,36,3,15,7,27,NA,NA,Forsa,2012-01-16,2500
2012-01-21,35,4,16.5,7,29,NA,NA,Allensbach,2012-01-07,1904
2012-01-25,34,3,15,7,29,NA,NA,Emnid,2012-01-19,2795
2012-01-26,36,3,16,7,30,NA,NA,FG Wahlen,2012-01-24,1262
2012-01-27,36,3,15,8,27,NA,NA,Forsa,2012-01-23,2502
2012-02-01,35,3,14,7,28,NA,NA,Emnid,2012-01-26,3237
2012-02-01,36,3,15,7,29,6,NA,Infratest dimap,2012-01-30,1501
2012-02-03,38,3,13,8,27,NA,NA,Forsa,2012-01-30,2500
2012-02-08,36,3,14,8,27,NA,NA,Emnid,2012-02-02,2804
2012-02-09,37,3,14,7,29,NA,NA,FG Wahlen,2012-02-07,1272
2012-02-10,38,2,13,9,26,NA,NA,Forsa,2012-02-06,2503
2012-02-15,35,3,14,7,28,NA,NA,Emnid,2012-02-09,2760
2012-02-15,36,3,16,7,29,6,NA,Infratest dimap,2012-02-14,1000
2012-02-16,36,4.5,15.5,7.5,28,NA,NA,Allensbach,2012-02-04,1761
2012-02-17,38,2,15,8,25,NA,NA,Forsa,2012-02-13,2503
2012-02-22,35,3,15,8,27,NA,NA,Emnid,2012-02-16,2336
2012-02-24,38,3,14,8,26,NA,NA,Forsa,2012-02-20,2502
2012-02-29,35,3,14,7,28,NA,NA,Emnid,2012-02-23,2312
2012-02-29,37,3,14,7,28,7,NA,Infratest dimap,2012-02-27,1504
2012-03-02,37,3,15,8,26,NA,NA,Forsa,2012-02-27,2506
2012-03-07,36,3,14,7,28,NA,NA,Emnid,2012-03-01,2770
2012-03-08,36,3,14,7,30,NA,NA,FG Wahlen,2012-03-06,1246
2012-03-09,36,3,15,9,26,NA,NA,Forsa,2012-03-05,2506
2012-03-14,35,4,14,8,27,NA,NA,Emnid,2012-03-08,2736
2012-03-14,37,3,13,7,30,6,NA,Infratest dimap,2012-03-13,1000
2012-03-15,35,3.5,16,7,30,NA,NA,Allensbach,2012-03-03,1613
2012-03-16,36,3,15,9,26,NA,NA,Forsa,2012-03-12,2504
2012-03-21,35,4,15,7,28,NA,NA,Emnid,2012-03-15,2774
2012-03-23,36,4,14,9,26,NA,NA,Forsa,2012-03-19,2503
2012-03-28,36,4,13,7,27,NA,NA,Emnid,2012-03-22,1845
2012-03-29,36,3,14,7,29,NA,NA,FG Wahlen,2012-03-27,1271
2012-03-30,35,3,13,9,25,NA,NA,Forsa,2012-03-26,2503
2012-04-03,35,3,14,7,27,10,NA,Infratest dimap,2012-04-02,1505
2012-04-04,36,4,13,7,26,NA,NA,Emnid,2012-03-29,2804
2012-04-04,36,5,11,8,24,NA,NA,Forsa,2012-04-02,2007
2012-04-11,35,4,12,7,26,NA,NA,Emnid,2012-04-05,1871
2012-04-11,35,3,14,6,27,11,NA,Infratest dimap,2012-04-10,1000
2012-04-13,34.5,3.5,14,7,28,NA,NA,Allensbach,2012-04-01,1597
2012-04-13,35,5,12,7,25,NA,NA,Forsa,2012-04-10,2001
2012-04-18,34,4,13,7,27,NA,NA,Emnid,2012-04-12,2768
2012-04-20,35,5,12,7,24,NA,NA,Forsa,2012-04-16,2505
2012-04-26,35,5,13,7,26,NA,NA,Emnid,2012-04-19,2742
2012-04-26,35,3,14,6,29,NA,NA,FG Wahlen,2012-04-24,1254
2012-04-27,36,4,12,8,25,NA,NA,Forsa,2012-04-23,2510
2012-05-02,34,5,13,7,27,NA,NA,Emnid,2012-04-26,3195
2012-05-02,34,4,14,6,28,11,NA,Infratest dimap,2012-04-30,1504
2012-05-04,36,4,13,7,26,NA,NA,Forsa,2012-04-30,2001
2012-05-09,34,4,13,7,27,NA,NA,Emnid,2012-05-03,3684
2012-05-11,35,5,13,6,26,NA,NA,Forsa,2012-05-07,2501
2012-05-15,35,5,12,6,27,NA,NA,Emnid,2012-05-10,2287
2012-05-15,35,4,13,5,30,NA,NA,FG Wahlen,2012-05-14,1053
2012-05-15,33,5,13,5,30,11,NA,Infratest dimap,2012-05-14,1000
2012-05-18,31,6,13,6,27,NA,NA,Forsa,2012-05-14,2002
2012-05-19,35.5,4.5,14,5.5,30,NA,NA,Allensbach,2012-05-05,1608
2012-05-22,33,5,13,6,29,11,NA,Infratest dimap,2012-05-21,1000
2012-05-23,32,6,12,6,30,NA,NA,Emnid,2012-05-18,2248
2012-05-24,36,4,14,5,31,NA,NA,FG Wahlen,2012-05-22,1312
2012-05-25,32,5,13,6,27,NA,NA,Forsa,2012-05-21,2500
2012-05-30,33,5,12,6,29,NA,NA,Emnid,2012-05-24,2297
2012-06-01,33,4,14,6,27,NA,NA,Forsa,2012-05-29,2000
2012-06-05,32,5,13,6,30,NA,NA,Emnid,2012-05-31,2308
2012-06-05,34,5,13,5,30,9,NA,Infratest dimap,2012-06-04,1501
2012-06-08,32,5,14,7,27,NA,NA,Forsa,2012-06-04,2504
2012-06-13,33,6,12,7,29,NA,NA,Emnid,2012-06-08,3167
2012-06-14,34,5,13,5,32,NA,NA,FG Wahlen,2012-06-11,1232
2012-06-15,34,5.5,15.5,5,28,NA,NA,Allensbach,2012-06-04,1617
2012-06-15,33,5,13,7,27,NA,NA,Forsa,2012-06-11,2501
2012-06-19,34,4,14,6,31,8,NA,Infratest dimap,2012-06-18,1000
2012-06-20,34,5,13,6,30,NA,NA,Emnid,2012-06-14,2740
2012-06-22,34,4,13,7,27,NA,NA,Forsa,2012-06-18,2501
2012-06-27,34,5,13,6,31,NA,NA,Emnid,2012-06-21,2261
2012-06-29,36,3,12,7,27,NA,NA,Forsa,2012-06-25,2506
2012-07-04,34,5,14,6,29,NA,NA,Emnid,2012-06-28,3256
2012-07-04,35,4,14,7,30,7,NA,Infratest dimap,2012-07-02,1504
2012-07-06,36,4,13,7,26,NA,NA,Forsa,2012-07-02,2503
2012-07-11,34,5,13,7,29,NA,NA,Emnid,2012-07-05,2305
2012-07-12,36,6,14,6,27,NA,NA,Allensbach,2012-07-01,1615
2012-07-12,36,4,13,6,30,NA,NA,FG Wahlen,2012-07-10,1255
2012-07-13,36,4,13,6,26,NA,NA,Forsa,2012-07-09,2501
2012-07-18,35,5,13,6,29,NA,NA,Emnid,2012-07-12,2310
